Installation Postcode,Count - Technology
PE24 ,156
PE25 ,143
PE26 ,101
PE27 ,169
PE28 ,402
PE29 ,135
PE3 ,414
PE30 ,187
PE31 ,150
PE32 ,126
PE33 ,108
PE34 ,135
PE35 ,1
PE36 ,43
PE37 ,67
PE38 ,124
PE4 ,519
PE5 ,21
PE6 ,391
PE7 ,292
PE8 ,172
PE9 ,215
PH1 ,124
PH10 ,50
PH11 ,30
PH12 ,14
PH13 ,42
PH14 ,8
PH15 ,23
PH16 ,20
PH17 ,1
PH18 ,4
PH19 ,1
PH2 ,169
PH20 ,16
PH21 ,32
PH22 ,23
PH23 ,15
PH24 ,9
PH25 ,15
PH26 ,43
PH3 ,26
PH31 ,6
PH33 ,44
PH34 ,7
PH35 ,3
PH36 ,10
PH37 ,2
PH38 ,2
PH39 ,3
PH4 ,6
PH40 ,2
PH49 ,5
PH5 ,4
PH50 ,2
PH6 ,23
PH7 ,32
PH8 ,12
PH9 ,2
PL1 ,40
PL10 ,38
PL11 ,121
PL12 ,218
PL13 ,107
PL14 ,249
PL15 ,261
PL16 ,23
PL17 ,125
PL18 ,76
PL19 ,159
PL2 ,356
PL20 ,117
PL21 ,212
PL22 ,58
PL23 ,33
PL24 ,109
PL25 ,167
PL26 ,297
PL27 ,173
PL28 ,55
PL29 ,21
PL3 ,279
PL30 ,213
PL31 ,137
PL32 ,51
PL33 ,13
PL34 ,21
PL35 ,12
PL4 ,108
PL5 ,657
PL6 ,768
PL7 ,330
PL8 ,68
PL9 ,335
PO1 ,31
PO10 ,90
PO11 ,108
PO12 ,107
PO13 ,162
PO14 ,171
PO15 ,110
PO16 ,129
PO17 ,27
PO18 ,59
PO19 ,78
PO2 ,43
PO20 ,136
PO21 ,106
PO22 ,74
PO3 ,28
PO30 ,167
PO31 ,77
PO32 ,62
PO33 ,96
PO34 ,10
PO35 ,28
PO36 ,84
PO37 ,39
PO38 ,91
PO39 ,17
PO4 ,44
PO40 ,32
PO41 ,20
PO5 ,20
PO6 ,146
PO7 ,159
PO8 ,256
PO9 ,284
PR1 ,135
PR2 ,311
PR25 ,175
PR26 ,63
PR3 ,210
PR4 ,284
PR5 ,214
PR6 ,127
PR7 ,263
PR8 ,186
PR9 ,120
RG1 ,28
RG10 ,71
RG12 ,123
RG14 ,103
RG17 ,59
RG18 ,44
RG19 ,44
RG2 ,74
RG20 ,77
RG21 ,45
RG22 ,122
RG23 ,55
RG24 ,87
RG25 ,31
RG26 ,96
RG27 ,71
RG28 ,27
RG29 ,30
RG30 ,126
RG31 ,61
RG4 ,90
RG40 ,81
RG41 ,98
RG42 ,50
RG45 ,48
RG5 ,81
RG6 ,93
RG7 ,103
RG8 ,53
RG9 ,74
RH1 ,119
RH10 ,226
RH11 ,137
RH12 ,113
RH13 ,123
RH14 ,75
RH15 ,127
RH16 ,103
RH17 ,86
RH18 ,15
RH19 ,101
RH2 ,61
RH20 ,125
RH3 ,5
RH4 ,38
RH5 ,67
RH6 ,91
RH7 ,32
RH8 ,48
RH9 ,8
RM1 ,41
RM10 ,40
RM11 ,82
RM12 ,91
RM13 ,71
RM14 ,41
RM15 ,87
RM16 ,120
RM17 ,53
RM18 ,68
RM19 ,7
RM2 ,9
RM20 ,29
RM3 ,96
RM4 ,17
RM5 ,37
RM6 ,42
RM7 ,32
RM8 ,69
RM9 ,40
S1 ,2
S10 ,113
S11 ,91
S12 ,114
S13 ,110
S14 ,20
S17 ,87
S18 ,130
S2 ,60
S20 ,184
S21 ,130
S25 ,194
S26 ,189
S3 ,14
S32 ,28
S33 ,32
S35 ,253
S36 ,191
S4 ,19
S40 ,335
S41 ,375
S42 ,235
S43 ,428
S44 ,158
S45 ,114
S5 ,106
S6 ,183
S60 ,339
S61 ,215
S62 ,199
S63 ,257
S64 ,159
S65 ,97
S66 ,371
S7 ,28
S70 ,199
S71 ,420
S72 ,166
S73 ,210
S74 ,126
S75 ,274
S8 ,116
S80 ,184
S81 ,403
S9 ,120
SA1 ,88
SA10 ,87
SA11 ,91
SA12 ,180
SA13 ,50
SA14 ,146
SA15 ,100
SA16 ,31
SA17 ,64
SA18 ,136
SA19 ,74
SA2 ,97
SA20 ,25
SA3 ,148
SA31 ,53
SA32 ,61
SA33 ,130
SA34 ,55
SA35 ,16
SA36 ,7
SA37 ,19
SA38 ,41
SA39 ,31
SA4 ,147
SA40 ,17
SA41 ,17
SA42 ,24
SA43 ,120
SA44 ,115
SA45 ,56
SA46 ,11
SA47 ,8
SA48 ,83
SA5 ,74
SA6 ,68
SA61 ,40
SA62 ,199
SA63 ,12
SA64 ,16
SA65 ,29
SA66 ,38
SA67 ,81
SA68 ,30
SA69 ,20
SA7 ,49
SA70 ,42
SA71 ,50
SA72 ,46
SA73 ,136
SA8 ,30
SA9 ,51
SE1 ,16
SE10 ,6
SE11 ,7
SE12 ,22
SE13 ,27
SE14 ,13
SE15 ,31
SE16 ,21
SE17 ,2
SE18 ,29
SE19 ,28
SE2 ,36
SE20 ,8
SE21 ,8
SE22 ,15
SE23 ,30
SE24 ,10
SE25 ,28
SE26 ,15
SE27 ,21
SE28 ,22
SE3 ,32
SE4 ,25
SE5 ,14
SE6 ,41
SE7 ,12
SE8 ,6
SE9 ,68
SG1 ,159
SG10 ,12
SG11 ,35
SG12 ,66
SG13 ,34
SG14 ,94
SG15 ,23
SG16 ,11
SG17 ,36
SG18 ,112
SG19 ,168
SG2 ,142
SG3 ,21
SG4 ,64
SG5 ,77
SG6 ,62
SG7 ,58
SG8 ,500
SG9 ,45
SK1 ,9
SK10 ,114
SK11 ,126
SK12 ,57
SK13 ,160
SK14 ,288
SK15 ,246
SK16 ,78
SK17 ,115
SK2 ,83
SK22 ,53
SK23 ,66
SK3 ,44
SK4 ,92
SK5 ,92
SK6 ,163
SK7 ,115
SK8 ,189
SK9 ,74
SL0 ,23
SL1 ,62
SL2 ,84
SL3 ,88
SL4 ,58
SL5 ,44
SL6 ,220
SL7 ,42
SL8 ,14
SL9 ,36
SM1 ,33
SM2 ,51
SM3 ,25
SM4 ,27
SM5 ,72
SM6 ,35
SM7 ,32
SN1 ,39
SN10 ,207
SN11 ,107
SN12 ,102
SN13 ,62
SN14 ,127
SN15 ,159
SN16 ,45
SN2 ,158
SN25 ,112
SN26 ,11
SN3 ,247
SN4 ,139
SN5 ,185
SN6 ,106
SN7 ,66
SN8 ,92
SN9 ,40
SO14 ,18
SO15 ,58
SO16 ,384
SO17 ,22
SO18 ,211
SO19 ,348
SO20 ,29
SO21 ,85
SO22 ,84
SO23 ,37
SO24 ,62
SO30 ,153
SO31 ,188
SO32 ,93
SO40 ,162
SO41 ,167
SO42 ,22
SO43 ,19
SO45 ,202
SO50 ,137
SO51 ,154
SO52 ,24
SO53 ,97
SP1 ,62
SP10 ,131
SP11 ,135
SP2 ,83
SP3 ,80
SP4 ,184
SP5 ,126
SP6 ,62
SP7 ,69
SP8 ,105
SP9 ,12
SR1 ,7
SR2 ,104
SR3 ,379
SR4 ,309
SR5 ,821
SR6 ,129
SR7 ,155
SR8 ,178
SS0 ,81
SS1 ,48
SS11 ,105
SS12 ,57
SS13 ,89
SS14 ,68
SS15 ,71
SS16 ,81
SS17 ,78
SS2 ,73
SS3 ,78
SS4 ,71
SS5 ,84
SS6 ,102
SS7 ,180
SS8 ,221
SS9 ,128
ST1 ,73
ST10 ,193
ST11 ,74
ST12 ,34
ST13 ,174
ST14 ,181
ST15 ,210
ST16 ,162
ST17 ,269
ST18 ,219
ST19 ,82
ST2 ,178
ST20 ,114
ST21 ,58
ST3 ,424
ST4 ,215
ST5 ,608
ST6 ,191
ST7 ,520
ST8 ,122
ST9 ,53
SW10 ,2
SW11 ,19
SW12 ,16
SW13 ,11
SW14 ,8
SW15 ,38
SW16 ,84
SW17 ,26
SW18 ,20
SW19 ,56
SW1E ,1
SW1P ,1
SW1V ,1
SW1W ,14
SW2 ,21
SW20 ,24
SW3 ,3
SW4 ,14
SW6 ,26
SW8 ,5
SW9 ,12
SY1 ,137
SY10 ,148
SY11 ,165
SY12 ,76
SY13 ,135
SY14 ,30
SY15 ,65
SY16 ,99
SY17 ,60
SY18 ,34
SY19 ,10
SY2 ,104
SY20 ,43
SY21 ,155
SY22 ,77
SY23 ,174
SY24 ,29
SY25 ,46
SY3 ,187
SY4 ,225
SY5 ,180
SY6 ,58
SY7 ,121
SY8 ,157
SY9 ,27
TA1 ,186
TA10 ,103
TA11 ,86
TA12 ,47
TA13 ,36
TA14 ,29
TA15 ,3
TA16 ,22
TA17 ,6
TA18 ,64
TA19 ,100
TA2 ,160
TA20 ,196
TA21 ,166
TA22 ,31
TA23 ,43
TA24 ,124
TA3 ,164
TA4 ,219
TA5 ,130
TA6 ,255
TA7 ,169
TA8 ,101
TA9 ,68
TD1 ,93
TD10 ,15
TD11 ,62
TD12 ,44
TD13 ,8
TD14 ,68
TD15 ,140
TD2 ,27
TD3 ,9
TD4 ,18
TD5 ,95
TD6 ,47
TD7 ,40
TD8 ,50
TD9 ,86
TF1 ,276
TF10 ,122
TF11 ,50
TF12 ,25
TF13 ,23
TF2 ,217
TF3 ,150
TF4 ,81
TF5 ,42
TF6 ,46
TF7 ,33
TF8 ,9
TF9 ,220
TN1 ,5
TN10 ,83
TN11 ,44
TN12 ,164
TN13 ,46
TN14 ,53
TN15 ,99
TN16 ,66
TN17 ,89
TN18 ,17
TN19 ,23
TN2 ,64
TN20 ,22
TN21 ,114
TN22 ,139
TN23 ,144
TN24 ,106
TN25 ,149
TN26 ,93
TN27 ,77
TN28 ,72
TN29 ,123
TN3 ,33
TN30 ,48
TN31 ,85
TN32 ,32
TN33 ,56
TN34 ,87
TN35 ,90
TN36 ,17
TN37 ,55
TN38 ,56
TN39 ,148
TN4 ,67
TN40 ,73
TN5 ,32
TN6 ,91
TN7 ,15
TN8 ,63
TN9 ,39
TQ1 ,97
TQ10 ,63
TQ11 ,47
TQ12 ,435
TQ13 ,276
TQ14 ,190
TQ2 ,178
TQ3 ,172
TQ4 ,136
TQ5 ,122
TQ6 ,67
TQ7 ,292
TQ8 ,27
TQ9 ,303
TR1 ,82
TR10 ,86
TR11 ,190
TR12 ,105
TR13 ,174
TR14 ,148
TR15 ,110
TR16 ,131
TR17 ,17
TR18 ,76
TR19 ,95
TR2 ,108
TR20 ,106
TR21 ,14
TR25 ,1
TR26 ,50
TR27 ,126
TR3 ,124
TR4 ,165
TR5 ,64
TR6 ,36
TR7 ,114
TR8 ,114
TR9 ,71
TS1 ,12
TS10 ,210
TS11 ,118
TS12 ,212
TS13 ,82
TS14 ,174
TS15 ,112
TS16 ,80
TS17 ,263
TS18 ,125
TS19 ,350
TS2 ,6
TS20 ,114
TS21 ,125
TS22 ,87
TS23 ,371
TS24 ,147
TS25 ,304
TS26 ,165
TS27 ,104
TS28 ,27
TS29 ,60
TS3 ,105
TS4 ,57
TS5 ,132
TS6 ,197
TS7 ,233
TS8 ,327
TS9 ,126
TW1 ,32
TW10 ,20
TW11 ,29
TW12 ,26
TW13 ,38
TW14 ,27
TW15 ,44
TW16 ,30
TW17 ,27
TW18 ,43
TW19 ,39
TW2 ,35
TW20 ,30
TW3 ,52
TW4 ,38
TW5 ,23
TW6 ,1
TW7 ,35
TW8 ,10
TW9 ,17
UB1 ,56
UB10 ,38
UB2 ,52
UB3 ,49
UB4 ,25
UB5 ,172
UB6 ,111
UB7 ,28
UB8 ,21
UB9 ,20
Unknown,4351
W10 ,7
W11 ,2
W12 ,12
W13 ,13
W14 ,3
W1H ,2
W1J ,1
W1T ,2
W1W ,1
W2 ,6
W3 ,39
W4 ,24
W5 ,35
W6 ,10
W7 ,44
W8 ,5
W9 ,3
WA1 ,65
WA10 ,56
WA11 ,274
WA12 ,77
WA13 ,43
WA14 ,36
WA15 ,68
WA16 ,144
WA2 ,213
WA3 ,237
WA4 ,130
WA5 ,198
WA6 ,61
WA7 ,184
WA8 ,164
WA9 ,245
WC1A ,1
WC1H ,2
WC1N ,2
WC1R ,1
WC1X ,3
WC2A ,3
WD17 ,30
WD18 ,19
WD19 ,38
WD23 ,27
WD24 ,20
WD25 ,50
WD3 ,71
WD4 ,28
WD5 ,20
WD6 ,46
WD7 ,20
WF1 ,127
WF10 ,237
WF11 ,183
WF12 ,239
WF13 ,67
WF14 ,144
WF15 ,82
WF16 ,91
WF17 ,197
WF2 ,210
WF3 ,181
WF4 ,246
WF5 ,145
WF6 ,148
WF7 ,149
WF8 ,199
WF9 ,312
WN1 ,140
WN2 ,276
WN3 ,118
WN4 ,82
WN5 ,139
WN6 ,115
WN7 ,194
WN8 ,171
WR1 ,17
WR10 ,130
WR11 ,324
WR12 ,17
WR13 ,76
WR14 ,224
WR15 ,94
WR2 ,128
WR3 ,84
WR4 ,120
WR5 ,161
WR6 ,108
WR7 ,32
WR8 ,85
WR9 ,169
WS1 ,37
WS10 ,120
WS11 ,163
WS12 ,128
WS13 ,143
WS14 ,89
WS15 ,227
WS2 ,134
WS3 ,159
WS4 ,63
WS5 ,99
WS6 ,85
WS7 ,131
WS8 ,54
WS9 ,101
WV1 ,43
WV10 ,128
WV11 ,143
WV12 ,121
WV13 ,52
WV14 ,197
WV15 ,42
WV16 ,72
WV2 ,52
WV3 ,60
WV4 ,80
WV5 ,43
WV6 ,130
WV7 ,24
WV8 ,38
WV9 ,20
YO1 ,2
YO10 ,93
YO11 ,166
YO12 ,179
YO13 ,109
YO14 ,167
YO15 ,108
YO16 ,202
YO17 ,209
YO18 ,136
YO19 ,129
YO21 ,103
YO22 ,59
YO23 ,126
YO24 ,326
YO25 ,375
YO26 ,259
YO30 ,135
YO31 ,155
YO32 ,209
YO41 ,77
YO42 ,165
YO43 ,128
YO51 ,68
YO60 ,51
YO61 ,119
YO62 ,103
YO7 ,230
YO8 ,354
ZE1 ,4
ZE2 ,15
ZE3 ,2
