Installation Postcode,Count - Technology
PE25 ,97
PE26 ,81
PE27 ,147
PE28 ,288
PE29 ,176
PE3 ,1184
PE30 ,182
PE31 ,107
PE32 ,148
PE33 ,115
PE34 ,125
PE36 ,28
PE37 ,165
PE38 ,131
PE4 ,980
PE5 ,23
PE6 ,546
PE7 ,563
PE8 ,154
PE9 ,150
PH1 ,241
PH10 ,65
PH11 ,11
PH12 ,15
PH13 ,33
PH14 ,11
PH15 ,48
PH16 ,43
PH17 ,3
PH18 ,2
PH2 ,187
PH20 ,8
PH21 ,18
PH22 ,31
PH23 ,11
PH24 ,8
PH25 ,6
PH26 ,21
PH3 ,33
PH31 ,3
PH32 ,1
PH33 ,35
PH34 ,4
PH35 ,2
PH36 ,10
PH37 ,1
PH38 ,1
PH39 ,2
PH4 ,14
PH40 ,1
PH41 ,2
PH49 ,7
PH5 ,34
PH50 ,1
PH6 ,12
PH7 ,40
PH8 ,6
PH9 ,27
PL1 ,52
PL10 ,21
PL11 ,77
PL12 ,164
PL13 ,78
PL14 ,168
PL15 ,238
PL16 ,22
PL17 ,121
PL18 ,65
PL19 ,97
PL2 ,286
PL20 ,79
PL21 ,122
PL22 ,27
PL23 ,47
PL24 ,61
PL25 ,140
PL26 ,281
PL27 ,159
PL28 ,59
PL29 ,16
PL3 ,192
PL30 ,225
PL31 ,62
PL32 ,52
PL33 ,19
PL34 ,34
PL35 ,19
PL4 ,63
PL5 ,559
PL6 ,471
PL7 ,180
PL8 ,52
PL9 ,229
PO1 ,34
PO10 ,80
PO11 ,75
PO12 ,128
PO13 ,320
PO14 ,176
PO15 ,88
PO16 ,99
PO17 ,24
PO18 ,85
PO19 ,161
PO2 ,65
PO20 ,210
PO21 ,123
PO22 ,116
PO3 ,43
PO30 ,72
PO31 ,38
PO32 ,35
PO33 ,94
PO34 ,11
PO35 ,12
PO36 ,52
PO37 ,20
PO38 ,41
PO39 ,8
PO4 ,55
PO40 ,20
PO41 ,15
PO5 ,28
PO6 ,173
PO7 ,170
PO8 ,265
PO9 ,203
PR1 ,119
PR2 ,293
PR25 ,282
PR26 ,88
PR3 ,178
PR4 ,519
PR5 ,175
PR6 ,211
PR7 ,387
PR8 ,137
PR9 ,93
RG1 ,108
RG10 ,61
RG12 ,162
RG14 ,116
RG17 ,73
RG18 ,80
RG19 ,48
RG2 ,190
RG20 ,64
RG21 ,48
RG22 ,89
RG23 ,42
RG24 ,66
RG25 ,30
RG26 ,84
RG27 ,72
RG28 ,32
RG29 ,22
RG30 ,353
RG31 ,89
RG4 ,224
RG40 ,101
RG41 ,131
RG42 ,71
RG45 ,48
RG5 ,172
RG6 ,101
RG7 ,160
RG8 ,84
RG9 ,77
RH1 ,254
RH10 ,268
RH11 ,366
RH12 ,120
RH13 ,150
RH14 ,140
RH15 ,154
RH16 ,104
RH17 ,84
RH18 ,42
RH19 ,99
RH2 ,215
RH20 ,107
RH3 ,19
RH4 ,37
RH5 ,41
RH6 ,216
RH7 ,40
RH8 ,94
RH9 ,24
RM1 ,21
RM10 ,88
RM11 ,49
RM12 ,85
RM13 ,81
RM14 ,37
RM15 ,111
RM16 ,172
RM17 ,49
RM18 ,90
RM19 ,11
RM2 ,12
RM20 ,66
RM3 ,219
RM4 ,15
RM5 ,23
RM6 ,44
RM7 ,40
RM8 ,150
RM9 ,167
S1 ,3
S10 ,123
S11 ,82
S12 ,122
S13 ,119
S14 ,9
S17 ,61
S18 ,84
S2 ,136
S20 ,150
S21 ,117
S25 ,104
S26 ,129
S3 ,39
S32 ,28
S33 ,25
S35 ,191
S36 ,201
S4 ,16
S40 ,134
S41 ,171
S42 ,115
S43 ,225
S44 ,128
S45 ,65
S5 ,103
S6 ,215
S60 ,407
S61 ,119
S62 ,72
S63 ,156
S64 ,167
S65 ,66
S66 ,283
S7 ,35
S70 ,108
S71 ,311
S72 ,154
S73 ,136
S74 ,96
S75 ,262
S8 ,85
S80 ,241
S81 ,497
S9 ,149
SA1 ,116
SA10 ,165
SA11 ,176
SA12 ,125
SA13 ,61
SA14 ,276
SA15 ,210
SA16 ,47
SA17 ,93
SA18 ,181
SA19 ,80
SA2 ,116
SA20 ,31
SA3 ,156
SA31 ,84
SA32 ,98
SA33 ,152
SA34 ,81
SA35 ,14
SA36 ,2
SA37 ,17
SA38 ,71
SA39 ,37
SA4 ,217
SA40 ,33
SA41 ,22
SA42 ,41
SA43 ,141
SA44 ,155
SA45 ,7
SA46 ,18
SA47 ,15
SA48 ,86
SA5 ,126
SA6 ,123
SA61 ,92
SA62 ,302
SA63 ,11
SA64 ,21
SA65 ,35
SA66 ,35
SA67 ,80
SA68 ,30
SA69 ,45
SA7 ,75
SA70 ,98
SA71 ,113
SA72 ,95
SA73 ,162
SA8 ,69
SA9 ,96
SE1 ,17
SE10 ,21
SE11 ,15
SE12 ,22
SE13 ,30
SE14 ,31
SE15 ,43
SE16 ,23
SE17 ,11
SE18 ,50
SE19 ,19
SE2 ,22
SE20 ,5
SE21 ,6
SE22 ,17
SE23 ,32
SE24 ,17
SE25 ,39
SE26 ,30
SE27 ,27
se28 ,23
SE3 ,36
SE4 ,36
SE5 ,22
SE6 ,53
SE7 ,36
SE8 ,12
SE9 ,94
SG1 ,121
SG10 ,5
SG11 ,41
SG12 ,60
SG13 ,40
SG14 ,66
SG15 ,17
SG16 ,17
SG17 ,58
SG18 ,154
SG19 ,150
SG2 ,115
SG3 ,15
SG4 ,82
SG5 ,95
SG6 ,130
SG7 ,43
SG8 ,231
SG9 ,40
SK1 ,19
SK10 ,85
SK11 ,97
SK12 ,50
SK13 ,95
SK14 ,404
SK15 ,290
SK16 ,261
SK17 ,105
SK2 ,95
SK22 ,58
SK23 ,39
SK3 ,55
SK4 ,131
SK5 ,293
SK6 ,138
SK7 ,73
SK8 ,126
SK9 ,70
SL0 ,20
SL1 ,116
SL2 ,191
SL3 ,101
SL4 ,86
SL5 ,95
SL6 ,185
SL7 ,50
SL8 ,18
SL9 ,53
SM1 ,66
SM2 ,53
SM3 ,39
SM4 ,50
SM5 ,84
SM6 ,69
SM7 ,75
SN1 ,40
SN10 ,310
SN11 ,103
SN12 ,139
SN13 ,65
SN14 ,95
SN15 ,159
SN16 ,43
SN2 ,142
SN25 ,109
SN26 ,7
SN3 ,198
SN4 ,111
SN5 ,145
SN6 ,79
SN7 ,53
SN8 ,215
SN9 ,97
SO14 ,13
SO15 ,69
SO16 ,310
SO17 ,18
SO18 ,111
SO19 ,296
SO20 ,80
SO21 ,80
SO22 ,132
SO23 ,93
SO24 ,75
SO30 ,147
SO31 ,235
SO32 ,191
SO40 ,131
SO41 ,192
SO42 ,18
SO43 ,22
SO45 ,263
SO50 ,309
SO51 ,158
SO52 ,27
SO53 ,107
SP1 ,57
SP10 ,161
SP11 ,292
SP2 ,88
SP3 ,113
SP4 ,110
SP5 ,168
SP6 ,69
SP7 ,97
SP8 ,66
SP9 ,62
SR1 ,84
SR2 ,281
SR3 ,424
SR4 ,336
SR5 ,835
SR6 ,108
SR7 ,200
SR8 ,193
SS0 ,94
SS1 ,53
SS11 ,56
SS12 ,43
SS13 ,68
SS14 ,59
SS15 ,70
SS16 ,70
SS17 ,187
SS2 ,66
ss3 ,77
SS4 ,60
SS5 ,69
SS6 ,80
SS7 ,126
SS8 ,101
SS9 ,129
ST1 ,331
ST10 ,148
ST11 ,39
ST12 ,11
ST13 ,114
ST14 ,125
ST15 ,90
ST16 ,121
ST17 ,178
ST18 ,91
ST19 ,50
ST2 ,600
ST20 ,31
ST21 ,33
ST3 ,968
ST4 ,436
ST5 ,278
ST6 ,826
ST7 ,239
ST8 ,114
ST9 ,45
SW10 ,3
SW11 ,30
SW12 ,29
SW13 ,15
SW14 ,11
SW15 ,39
SW16 ,72
SW17 ,40
SW18 ,27
SW19 ,93
SW1E ,1
SW1P ,1
SW1W ,17
SW1X ,1
SW2 ,27
SW20 ,49
SW3 ,2
SW4 ,14
SW5 ,1
SW6 ,30
SW7 ,2
SW8 ,12
SW9 ,11
SY1 ,130
SY10 ,163
SY11 ,183
SY12 ,90
SY13 ,138
SY14 ,25
SY15 ,47
SY16 ,98
SY17 ,42
SY18 ,40
SY19 ,4
SY2 ,61
SY20 ,65
SY21 ,170
SY22 ,86
SY23 ,167
SY24 ,30
SY25 ,35
SY3 ,149
SY4 ,192
SY5 ,159
SY6 ,41
sy7 ,112
SY8 ,153
SY9 ,42
TA1 ,272
TA10 ,72
TA11 ,76
TA12 ,22
TA13 ,22
TA14 ,16
TA15 ,3
TA16 ,12
TA18 ,47
TA19 ,80
TA2 ,204
TA20 ,112
TA21 ,181
TA22 ,20
TA23 ,50
TA24 ,111
TA3 ,166
TA4 ,172
TA5 ,79
TA6 ,204
TA7 ,155
TA8 ,62
TA9 ,57
TD1 ,61
TD10 ,42
TD11 ,307
TD12 ,105
TD13 ,33
TD14 ,326
TD15 ,190
TD2 ,39
TD3 ,36
TD4 ,16
TD5 ,110
TD6 ,47
TD7 ,39
TD8 ,44
TD9 ,89
TF1 ,231
TF10 ,102
TF11 ,51
TF12 ,29
TF13 ,31
TF2 ,217
TF3 ,149
TF4 ,117
TF5 ,41
TF6 ,42
TF7 ,55
TF8 ,3
TF9 ,169
TN1 ,16
TN10 ,40
TN11 ,63
TN12 ,223
TN13 ,46
TN14 ,103
TN15 ,106
TN16 ,50
TN17 ,44
TN18 ,21
TN19 ,31
TN2 ,115
TN20 ,18
TN21 ,94
TN22 ,127
TN23 ,243
TN24 ,134
TN25 ,140
TN26 ,99
TN27 ,72
TN28 ,51
TN29 ,111
TN3 ,35
TN30 ,38
TN31 ,73
TN32 ,19
TN33 ,52
TN34 ,88
TN35 ,82
TN36 ,17
TN37 ,48
TN38 ,85
TN39 ,85
TN4 ,91
TN40 ,54
TN5 ,28
TN6 ,108
TN7 ,5
TN8 ,46
TN9 ,34
TQ1 ,92
TQ10 ,47
TQ11 ,35
TQ12 ,303
TQ13 ,184
TQ14 ,104
TQ2 ,89
TQ3 ,84
TQ4 ,79
TQ5 ,87
TQ6 ,56
TQ7 ,203
TQ8 ,22
TQ9 ,249
TR1 ,93
TR10 ,65
TR11 ,177
TR12 ,154
TR13 ,175
TR14 ,117
TR15 ,120
TR16 ,146
TR17 ,12
TR18 ,71
TR19 ,97
TR2 ,146
TR20 ,119
TR25 ,1
TR26 ,65
TR27 ,128
TR3 ,113
TR4 ,172
TR5 ,90
TR6 ,55
TR7 ,183
TR8 ,120
TR9 ,71
TS1 ,23
TS10 ,209
TS11 ,104
TS12 ,141
TS13 ,80
TS14 ,119
TS15 ,153
TS16 ,80
TS17 ,263
TS18 ,145
TS19 ,239
TS2 ,16
TS20 ,94
TS21 ,92
TS22 ,52
TS23 ,263
TS24 ,137
TS25 ,206
TS26 ,130
TS27 ,105
TS28 ,24
TS29 ,34
TS3 ,123
TS4 ,87
TS5 ,137
TS6 ,160
TS7 ,99
TS8 ,157
TS9 ,88
TW1 ,30
TW10 ,22
TW11 ,30
TW12 ,38
TW13 ,42
TW14 ,34
TW15 ,56
TW16 ,66
TW17 ,45
TW18 ,52
TW19 ,66
TW2 ,42
TW20 ,41
TW3 ,55
TW4 ,37
TW5 ,57
TW6 ,1
TW7 ,25
TW8 ,27
TW9 ,13
UB1 ,30
UB10 ,108
UB2 ,48
UB3 ,56
UB4 ,51
UB5 ,87
UB6 ,76
UB7 ,50
UB8 ,58
UB9 ,18
Unknown,5696
W10 ,18
W11 ,2
W12 ,21
W13 ,33
W14 ,3
W1F ,1
W1G ,1
W1U ,1
W2 ,5
W3 ,22
W4 ,20
W5 ,44
W6 ,12
W7 ,37
W8 ,3
W9 ,2
WA1 ,183
WA10 ,206
WA11 ,171
WA12 ,50
WA13 ,76
WA14 ,35
WA15 ,59
WA16 ,81
WA2 ,657
WA3 ,292
WA4 ,225
WA5 ,317
WA6 ,287
WA7 ,352
WA8 ,157
WA9 ,409
WC1A ,1
WC1B ,1
WC1H ,1
WC1N ,4
WC1X ,1
WC2A ,2
WC2B ,1
WD17 ,27
WD18 ,35
WD19 ,33
WD23 ,32
WD24 ,33
WD25 ,75
WD3 ,88
WD4 ,26
WD5 ,22
WD6 ,39
WD7 ,10
WF1 ,190
WF10 ,211
WF11 ,125
WF12 ,190
WF13 ,105
WF14 ,196
WF15 ,177
WF16 ,54
WF17 ,177
WF2 ,239
WF3 ,161
WF4 ,238
WF5 ,84
WF6 ,104
WF7 ,237
WF8 ,211
WF9 ,283
WN1 ,38
WN2 ,142
WN3 ,55
WN4 ,59
WN5 ,80
WN6 ,72
WN7 ,175
WN8 ,448
WR1 ,15
WR10 ,206
WR11 ,355
WR12 ,26
WR13 ,69
WR14 ,217
WR15 ,74
WR2 ,140
WR3 ,88
WR4 ,87
WR5 ,172
WR6 ,152
WR7 ,50
WR8 ,75
WR9 ,160
WS1 ,35
WS10 ,100
WS11 ,415
WS12 ,326
WS13 ,100
WS14 ,63
WS15 ,267
WS2 ,119
WS3 ,114
WS4 ,63
WS5 ,59
WS6 ,102
WS7 ,131
WS8 ,41
WS9 ,57
WV1 ,33
WV10 ,148
WV11 ,131
WV12 ,105
WV13 ,60
WV14 ,141
WV15 ,31
WV16 ,80
WV2 ,84
WV3 ,69
WV4 ,106
WV5 ,36
WV6 ,135
WV7 ,24
WV8 ,66
WV9 ,30
YO1 ,1
YO10 ,90
YO11 ,73
YO12 ,156
YO13 ,81
YO14 ,88
YO15 ,64
YO16 ,127
YO17 ,186
YO18 ,86
YO19 ,75
YO21 ,92
YO22 ,61
YO23 ,80
YO24 ,176
YO25 ,238
YO26 ,165
YO30 ,98
YO31 ,134
YO32 ,184
YO41 ,66
YO42 ,100
YO43 ,101
YO51 ,50
YO60 ,67
YO61 ,155
YO62 ,106
YO7 ,221
YO8 ,294
ZE1 ,3
ZE2 ,10
ZE3 ,1
